Words;M V;SD V;N V;M A;SD A;N A;M P;SD  P;N P;M AoA;SD AoA;N AoA;Freq(Log10);Freq (1E6);Length;N (%);Grammatical category
nicht;4,53;0,98;64;3,77;0,94;64;3,89;1,09;64;4,9;1,33;32;1,36;22,96;5;0;N
nier;3,91;0,71;64;4,14;1,38;64;3,71;1,08;63;8,06;2,54;32;0,59;3,91;4;0,4;N
niet;2,92;0,91;64;3,08;1,28;64;3,88;1,54;64;3,39;1,54;32;4,26;18323,98;4;0;A
nietig;2,52;0,73;64;2,98;1,2;63;2,64;1,57;64;10,06;3,58;32;0,44;2,77;6;0,4;A
nieuw;5,42;0,73;64;4,48;1,26;64;4,56;0,97;64;5,13;1,65;32;2,08;119,85;5;0;A
nieuws;4,67;0,82;64;4,61;1,06;64;4,61;0,92;64;5,77;1,52;32;2,25;178,42;6;0;N
nieuwsgierig;5,28;0,79;64;5,27;0,86;64;4,55;1,15;64;7,06;2,17;32;1,31;20,6;12;0;A
niezen;3,48;0,71;64;4,75;1,1;64;3,75;1,2;64;5,48;1,43;32;0,28;1,92;6;0;V
nijd;2,41;0,91;63;4,73;1,28;62;4,28;1,45;61;9,38;3,27;30;-0,46;0,34;4;3,6;N
nijver;4,72;0,9;50;4,55;1,2;58;4,47;1,02;55;9,88;3,88;24;-1,64;0,02;6;16,1;N
nikkel;3,89;0,63;63;3,15;1,23;62;3,9;1;62;10,81;3,49;32;-0,41;0,39;6;2,2;N
nimf;4,79;1,07;61;3,78;1,28;60;3,76;1,3;58;11,1;3,29;32;-0,46;0,34;4;5,8;N
nipt;3,82;0,89;61;4,13;1,17;63;3,34;1,15;61;8,84;2,98;32;0;1,01;4;3,1;A
nis;3,77;0,68;57;3,07;1,33;57;3,63;1,04;56;9,36;2,59;29;-0,02;0,96;3;11,2;N
niveau;4,42;0,66;64;3,77;1,03;64;4,19;1,02;64;7,77;2,49;32;1,4;24,99;6;0;N
nobel;5,58;0,83;64;3,86;1,13;64;5,05;1,03;64;9,06;2,84;32;0,77;5,9;5;0;A
noemen;4,06;0,47;64;4,31;0,94;64;4,27;0,76;64;5,32;1,96;32;2,15;141,78;6;0;V
noest;4,36;1,11;33;4,63;1,57;38;4,53;1,03;38;11,33;3,11;15;-1,64;0,02;5;44,4;A
nok;3,86;0,55;56;3,36;1,27;58;4,18;1,14;51;9,5;2,77;29;-0,07;0,85;3;13,5;N
non;3,73;0,91;64;2,67;1,08;64;3,17;1,29;64;6,58;1,71;32;1;10,02;3;0;N
nonchalant;3,69;1,3;64;3,39;1,39;64;3,72;1,34;64;10,03;2,5;32;0,01;1,03;10;0;A
nonconformistisch;4,42;1,16;59;3,98;1,31;61;4,8;1,44;61;13,48;3,7;30;-1,34;0,05;17;5,8;A
nonsens;2,84;0,7;64;3,55;1,04;64;3,34;1,42;64;8,71;2,75;32;0,82;6,65;7;0;N
nood;2,55;0,87;64;5,19;1,28;64;4,28;1,62;64;6,81;2,21;32;1,19;15,48;4;0;N
noord;4,19;0,61;64;3,43;1,25;63;4,21;0,9;63;6,55;2,1;32;0,76;5,76;5;0,9;A
noot;4,34;0,67;64;3,52;1,27;64;3,83;1,24;64;5,26;1,37;32;0,58;3,82;4;0;N
nor;2,46;0,93;59;3,29;1,31;59;4,09;1,47;53;9,11;2,56;29;0,88;7,52;3;10,8;N
norm;4,05;0,79;64;3,42;0,99;64;4,73;1,1;64;9,97;3,37;32;0,48;3,04;4;0;N
normaal;4,48;0,8;64;3,55;1,01;64;4,16;0,89;64;5,84;2,13;32;2,08;120,06;7;0;A
nors;2,53;0,76;64;3,67;1,31;63;4,21;1,31;63;9,03;2,97;32;0,09;1,23;4;0,9;A
nota;3,58;0,85;64;3,52;1,22;64;3,98;0,98;64;9,29;3,26;32;0,04;1,1;4;0;N
notie;4,17;0,64;63;3,49;1,23;63;4;1,13;62;10,61;3,04;32;-0,24;0,57;5;1,8;N
nuchter;5,05;0,82;64;3,59;1,06;64;4,59;1,08;64;9,77;2,59;32;1,04;10,93;7;0;A
nul;2,95;1,03;64;2,53;1,41;64;2,45;1,5;64;4,9;1,72;32;1,25;17,61;3;0;N
nummer;4,14;0,5;64;3,34;1,21;64;3,86;1,01;64;4,74;1,55;32;2,31;202,7;6;0;N
nut;4,94;0,89;64;3,92;1,07;64;4,47;0,91;64;7;2,1;32;1,14;13,86;3;0;N
nuttig;5,44;0,83;64;4,23;1,09;64;4,69;0,99;64;7,19;2,23;32;1,08;11,96;6;0;A
ober;4,41;0,64;64;4,81;1,17;64;3;1,13;64;6,68;1,74;32;1;10,02;4;0;N
objectief;5,08;0,76;64;3,53;1,01;64;4,8;0,99;64;11;3,12;32;0,46;2,9;9;0;A
obsceen;2,55;0,78;62;4,48;1,32;62;4,42;1,46;60;11,87;2,26;31;0,28;1,92;7;4;A
ochtend;4,44;1,08;64;3,33;1,2;64;3,73;1,13;64;4,58;1,39;32;1,6;39,54;7;0;N
ode;5,16;0,7;63;4,13;1,21;64;4,23;1,27;61;10,16;2,84;32;0,07;1,17;3;1,8;N
oester;3,88;1,03;64;3,06;1,28;64;3,62;1,3;63;7,71;2,25;32;0,13;1,35;6;0,4;N
oeuvre;4,83;0,81;60;3,87;1,15;62;4,32;0,87;57;11,15;3,78;28;-0,6;0,25;6;7,6;N
oever;4,45;0,69;64;2,97;1,19;64;3,76;0,91;63;6,81;2,07;32;0,56;3,59;5;0,4;N
offer;3,41;1,18;64;4,28;1,45;64;4,02;1,71;63;7,52;2,34;32;1,09;12,37;5;0,4;N
ogen;4,95;0,93;64;4,19;1,32;64;4,14;1,18;64;3,84;1,21;32;2,42;260,85;4;0;N
oker;4,27;0,56;56;3,47;1,29;58;3,68;1;53;10,54;2,8;24;-1,04;0,09;4;14,3;A
oksel;3,44;0,73;64;3,64;1,17;64;3,5;0,99;64;5,94;1,59;32;-0,26;0,55;5;0;N
olie;3,77;0,81;64;3,55;1,26;64;4,63;1;64;6,35;2,01;32;1,4;25,25;4;0;N
olifant;4,64;0,76;64;4,09;1,18;64;5,31;1,32;64;4,45;1,5;32;1,08;12,01;7;0;N
olijf;4,25;1,05;64;3,16;1,26;64;3,5;1,15;64;7,45;2,36;32;-0,12;0,75;5;0;N
oma;5,3;1,08;64;2,98;1,16;64;3,66;1,42;64;3,23;1,36;32;1,86;72,86;3;0;N
omhelzen;5,94;0,75;64;4,86;1,08;64;4,52;1,1;64;6,39;2,28;32;0,7;4,96;8;0;V
omhelzing;6,05;0,93;64;4,61;1,44;64;4,56;1,34;64;6,9;2,47;32;0,22;1,67;9;0;N
onaandachtzaam;2,69;0,56;64;2,98;1,22;62;3,06;1,33;63;10,69;2,66;30;-1,64;0,02;14;2,2;A
onaangenaam;2,14;0,73;64;4,25;1,32;64;3,48;1,47;64;8,58;2,32;32;0,59;3,93;11;0;A
onaangepast;2,7;0,75;64;3,64;1,33;64;3,58;1,48;64;9,52;2,57;32;-1,16;0,07;11;0;A
onaantrekkelijk;2,3;0,87;64;3,33;1,16;64;2,97;1,49;64;8,81;2,12;32;0,06;1,14;15;0;A
onafhankelijk;5,58;0,85;64;4,33;1,27;64;5,45;1,28;64;9,84;2,72;32;0,75;5,58;13;0;A
onavontuurlijk;2,66;0,67;64;2,34;1,13;64;3;1,45;64;8,8;1,92;31;-1,64;0,02;14;0,4;A
onbeholpen;2,86;0,85;64;3,3;1,24;64;2,72;1,15;64;10,19;3,51;32;-0,39;0,41;10;0;A
onbekwaam;2,44;0,61;64;3,31;1,13;64;2,75;1,4;64;10,13;2,62;32;0,11;1,28;9;0;A
onbeleefd;2,38;0,65;64;4,56;1,14;64;3,73;1,54;64;6,45;1,79;32;1,09;12,17;9;0;A
onbeschaamd;3,34;1,16;64;4,42;1,39;64;4,67;1,37;64;8,39;2,75;32;-0,04;0,91;11;0;A
onbetrouwbaar;1,88;0,77;64;4,33;1,32;64;3,36;1,71;64;8,29;2,33;32;0,54;3,48;13;0;A
onbevreesd;5;0,99;64;4,55;1,45;64;5,5;1,17;64;8,84;2,48;32;-0,07;0,85;10;0;A
onbuigzaam;3,13;0,92;64;3,14;1,39;64;4,95;1,63;64;8,87;2,8;32;-0,34;0,46;10;0;A
onconventioneel;4,05;1,1;63;4,08;1,3;63;4,41;1,47;63;12,74;3,16;32;-0,41;0,39;15;1,3;A
ondankbaar;2,06;0,83;64;3,66;1,32;64;3,19;1,42;64;8;2,22;32;0,56;3,59;10;0;A
onderbreken;3,03;0,56;64;4,91;0,97;64;4,03;1,26;64;7,35;2,33;32;0,87;7,36;11;0;V
onderdaan;2,67;0,76;64;3,17;1,22;64;2,03;1,28;64;8,55;2,54;32;0,03;1,07;9;0;N
onderdanig;2,66;0,86;64;2,58;1,22;64;1,94;1,41;64;9,52;2,62;32;-0,03;0,94;10;0;A
onderdrukken;2,39;0,77;64;5,08;1,16;64;4,75;1,76;64;9,03;2,79;32;0,52;3,29;12;0;V
ondergaan;3,08;0,8;64;2,89;1,42;64;2,63;1,18;64;8,35;2,85;32;0,91;8,05;9;0;V
ondergeschikt;2,53;0,69;64;2,91;1,09;64;2,34;1,34;64;9,61;2,68;32;-0,03;0,94;13;0;A
onderhoudend;4,86;0,89;64;4,14;1,21;64;4,42;1,12;64;9,45;2,77;32;-0,14;0,73;12;0;A
ondernemend;5,66;0,82;64;5,41;0,97;64;5,38;1,05;64;10,32;2,99;32;-0,26;0,55;11;0;A
onderwerpen;2,84;0,88;64;3,83;1,46;64;3,44;2;64;8,71;2,85;32;0,72;5,28;11;0;V
onderworpen;2,58;0,75;64;2,81;1,21;64;2,38;1,52;64;9,65;2,9;32;0,25;1,78;11;0;A
ondeskundig;2,34;0,65;64;3,44;1,33;64;2,81;1,26;64;10,37;3,05;31;-1,34;0,05;11;0,4;A
onduidelijk;2,75;0,71;64;3,52;1,1;64;3,22;1,2;64;7,52;2,14;32;0,58;3,8;11;0;A
onecht;2,59;0,68;64;3,36;1,2;64;3,03;1,5;64;7,71;2,27;32;-0,11;0,78;6;0;A
oneerlijk;2,14;0,73;64;4,17;1,28;64;3,67;1,72;64;6,16;1,85;32;0,92;8,35;9;0;A
onemotioneel;2,53;0,87;64;2,54;1,26;61;3,81;1,57;64;9,83;2,56;31;-1,64;0,02;12;1,8;A
onervaren;3,19;0,73;64;3,39;1,22;64;2,78;1,19;64;9,06;2,19;32;0,45;2,84;9;0;A
onethisch;2,25;0,71;64;4,02;1,51;63;3,35;1,71;63;12,23;2,94;32;-0,01;0,98;9;0,9;A
onevenwichtig;2,63;0,65;64;4,22;1,35;64;2,78;1,22;63;9,77;2,72;32;-0,46;0,34;13;0,4;A
ongebruikelijk;3,52;0,91;64;3,73;1,32;64;3,78;1,09;64;9,03;2,76;32;0,68;4,8;14;0;A
ongeduld;2,66;0,57;64;4,94;1,19;64;3,42;1,26;64;7;2,19;32;0,08;1,19;8;0;N
ongeduldig;2,56;0,73;64;5,27;1,12;64;3,39;1,42;64;7,55;2,42;32;0,66;4,62;10;0;A
ongehoorzaam;2,63;0,83;64;4,67;1,24;64;4,44;1,47;64;6,23;2,35;32;0,42;2,61;12;0;A
ongeluk;1,94;0,83;64;5,06;1,31;64;4;1,61;64;5,71;1,47;32;2;100,96;7;0;N
ongelukkig;1,72;0,77;64;3,52;1,41;64;3,19;1,62;64;6,68;1,78;32;1,26;18,2;10;0;A
ongenadig;2,36;0,78;64;4,53;1,52;64;4,78;1,62;64;9,61;3,02;32;-0,44;0,37;9;0;A
ongerust;2,59;0,79;64;4,92;1;64;3,39;1,36;64;7,03;2,5;32;1,41;25,43;8;0;A
ongesofisticeerd;2,76;0,95;51;3,46;1,11;46;3,35;1,22;52;12,65;3,01;26;-1,64;0,02;16;21,5;A
ongeval;2,02;0,81;64;5,53;1,11;64;4,28;1,47;64;7,23;2,43;32;0,91;8,07;7;0;N
ongezond;2,25;0,82;64;3,33;1,16;64;3,13;1,4;64;7,06;2,28;32;0,36;2,31;8;0;A
ongodsdienstig;3,89;0,98;64;3,5;1,04;64;4,22;1,44;64;9;2,49;31;-1,64;0,02;14;0;A
onhandelbaar;2,23;0,75;64;5,36;1,37;64;4,23;1,78;64;8,39;2,87;32;0,01;1,03;12;0;A
onhandig;2,86;0,69;64;3,73;1,26;64;2,81;1,11;64;6,68;2,14;32;0,66;4,62;8;0;A
onheil;2,17;0,79;64;4,83;1,39;64;4,42;1,56;64;9,42;2,66;32;0,28;1,9;6;0;N
onhoffelijk;2,56;0,69;64;3,84;1,18;64;3,22;1,35;64;10,33;2,72;31;-1,64;0,02;11;0,4;A
onintelligent;2,44;0,73;64;3,03;0,97;63;2,78;1,41;64;9,53;2,34;31;-1,64;0,02;13;0,9;A
oninteressant;2,48;0,71;64;2,45;1,07;64;3,11;1,47;64;7,9;2,37;32;-0,3;0,5;13;0;A
onkruid;2,78;0,7;64;3,64;1,35;64;3,91;1,56;64;6;1,73;32;0,5;3,18;7;0;N
onmacht;2,19;0,66;64;3,11;1,54;64;2,63;1,67;64;9,71;2,67;31;-0,94;0,11;7;0;N
onnauwkeurig;2,64;0,63;64;3,58;1,29;64;2,84;1,1;64;8,81;2,06;32;-0,44;0,37;12;0;A
onnozel;3,11;1,21;64;4,19;1,22;64;3,16;1,24;64;7,81;2,85;32;0,63;4,3;7;0;A
onoplettend;2,77;0,66;64;3,06;1,15;64;2,7;1;64;8,42;2,38;32;-0,8;0,16;11;0;A
onoprecht;2,09;0,73;64;3,84;1,21;64;3,08;1,43;64;10,29;2,87;32;-0,6;0,25;9;0;A
onpraktisch;2,72;0,65;64;3,56;1,15;64;2,78;0,98;64;9,39;2,3;32;-0,3;0,5;11;0;A
onproductief;2,38;0,65;64;2,19;0,97;64;2,75;1,23;64;10,27;2,74;31;-1,04;0,09;12;0,4;A
onrecht;2,17;0,95;64;4,27;1,43;64;4,02;1,75;64;8,35;2,65;32;0,68;4,76;7;0;N
onredelijk;2,42;0,71;64;4,23;1,19;64;3,67;1,44;64;8,87;2,66;32;0,56;3,66;10;0;A
onromantisch;2,45;0,91;64;3,2;1,35;64;3,17;1,35;64;9,47;2,32;31;-0,6;0,25;12;0,4;A
onrust;2,59;0,71;64;5,19;1,18;64;4,05;1,23;64;7,55;2;32;0,62;4,16;6;0;N
onrustig;2,69;0,64;64;5,25;1,15;64;3,64;1,28;64;6,74;1,98;32;0,53;3,38;8;0;A
onschuld;5,09;1,03;64;3,14;1,11;64;3,97;1,56;64;7,97;2,58;32;0,97;9,26;8;0;N
onschuldig;4,95;1,24;64;3,14;1,04;64;4,05;1,6;64;6,87;2,16;32;1,69;49,35;10;0;A
onstuimig;3,41;0,95;64;5,21;1,38;62;4,47;1,42;60;9,86;2,66;29;-0,01;0,98;9;4;A
onsympatiek;2,14;0,69;64;3,72;1,28;64;3,67;1,46;64;9,94;2,52;32;-1,64;0,02;11;0;A
ontevreden;2,31;0,71;64;4,06;1,26;64;3,64;1,41;64;7,45;1,91;32;0,52;3,29;10;0;A
ontevredenheid;2,48;0,71;64;4,05;1,2;64;3,5;1,46;64;8,61;2,56;32;-0,19;0,64;14;0;N
ontgoocheld;2,5;0,85;64;3,88;1,29;64;3,16;1,35;63;10,1;2,83;32;0,14;1,39;11;0,4;A
ontgoocheling;2,51;0,98;63;4,14;1,37;64;3,52;1,39;64;9,13;2,88;32;-0,36;0,43;13;0,4;N
ontlopen;2,78;0,68;64;4,8;1,09;64;2,75;1,13;64;8,58;2,51;32;0,84;6,95;8;0;V
ontmoedigd;2,44;0,73;64;2,92;1,16;64;2,91;1,31;64;9,81;2,29;32;0,02;1,05;10;0;A
ontploffing;2,09;0,94;64;6,52;0,82;64;5,81;1,04;64;7,03;2,32;32;0,65;4,46;11;0;N
ontroering;5,02;1,06;64;4,34;1,29;64;3,92;1,25;64;8,97;2,4;32;-1,16;0,07;10;0;N
ontrouw;1,8;0,76;64;5;1,21;64;3,13;1,7;64;9,48;2,78;32;0,66;4,53;7;0;N
ontslag;2,2;0,8;64;4,53;1,43;64;4,19;1,82;64;8,81;2,55;32;1,48;30,19;7;0;N
ontsnappen;4,16;1,39;64;5,61;1,18;64;4,67;1,52;64;6,74;2,02;32;1,7;50,58;10;0;V
ontspannen;6,06;0,75;64;2,22;1,11;64;4,14;1,46;64;7,39;2,12;32;1,34;22,07;10;0;V
ontvluchten;2,84;0,88;64;5,5;1,14;64;2,73;1,3;64;8,9;2,72;32;0,49;3,06;11;0;V
ontwijken;3;0,84;64;4,45;1,23;64;3,08;1,2;64;7,42;2,26;32;0,78;5,97;9;0;V
ontwikkeld;5,39;0,7;64;4,31;1,21;64;5,09;1,15;64;8,68;2,52;32;1,02;10,5;10;0;A
ontzag;4,17;1,11;64;3,95;1,23;64;4,13;1,5;63;9,23;2,77;32;0,19;1,56;6;0,4;N
onvast;2,89;0,57;64;3,94;1,14;64;2,81;1,07;64;7,9;2,51;31;-1,16;0,07;6;0,4;A
onveilig;2,14;0,73;64;4,61;1,18;64;3,67;1,61;64;6,9;2,41;32;0,49;3,11;8;0;A
onverdraagzaam;2,08;0,82;64;4,25;1,36;64;4,02;1,71;64;9,52;2,69;32;-0,94;0,11;14;0;A
onverschillig;2,69;0,89;64;2,92;1,21;64;3,34;1,45;64;9,39;2,59;32;0,35;2,22;13;0;A
onverschilligheid;2,52;0,85;64;2,94;1,33;64;3,41;1,4;64;10,45;2,73;32;0,12;1,33;17;0;A
onverstoorbaar;4,72;0,84;64;3,53;1,55;64;5,22;1,16;64;8,87;2,67;32;-0,8;0,16;14;0;A
onvoldoende;2,25;0,64;64;3,47;1,39;64;2,86;1,5;64;7,61;2,06;32;0,56;3,66;11;0;A
onvolwassen;2,69;0,77;64;4,11;1,42;64;2,92;1,24;64;8,52;2,28;32;0,46;2,9;11;0;A
onvoorspelbaar;3,53;1,15;64;4,45;1,3;64;4,09;1,28;64;8,06;2,25;32;0,62;4,16;14;0;A
onvriendelijk;2,16;0,72;64;4,23;1,41;64;3,58;1,46;64;6,97;2,04;32;0,01;1,03;13;0;A
onwankelbaar;4,85;0,99;60;3,29;1,15;62;5,23;1,35;64;10,53;3,04;30;-1,04;0,09;12;3,1;A
onweer;3,17;1,19;64;5,77;1,02;64;5,36;1,16;64;5,45;1,86;32;0,63;4,28;6;0;N
onwrikbaar;4,14;1,23;64;3,31;1,36;64;5,48;1,34;61;10,55;2,73;29;-0,53;0,3;10;2,2;A
onzeker;2,61;0,73;64;3,44;1,33;64;2,78;1,23;64;8,55;2,42;32;0,9;8,03;7;0;A
onzekerheid;2,5;0,67;64;3,78;1,27;64;2,66;1,39;64;8,39;2,85;32;0,51;3,2;11;0;N
oog;4,48;0,73;64;4,08;1,25;64;3,91;1,26;64;3,77;1,28;32;1,84;68,4;3;0;N
oogst;4,81;0,79;64;4,31;1,36;64;4,38;0,93;64;7;2,11;32;0,92;8,23;5;0;N
oogsten;4,92;0,84;64;5,09;0,99;64;4,3;1,08;64;7,26;2,42;32;0,64;4,34;7;0;V
oom;4,69;0,85;64;3,89;1,01;64;4,22;0,98;64;5,03;2,2;32;2,04;108,78;3;0;N
oor;4,25;0,64;64;3,69;1,34;64;3,7;0,97;64;3,97;1,28;32;1,4;25,02;3;0;N
oord;4,6;0,91;63;3,06;1,19;64;3,98;1,02;62;8,45;2,36;32;0,58;3,82;4;1,3;N
oorlog;1,5;0,73;64;6,22;1,25;64;5,97;1,31;64;6,39;2,01;32;2,25;178,96;6;0;N
oorworm;2,44;1,01;64;4,02;1,28;64;3,38;1,35;63;7,58;2,74;32;-1,64;0,02;7;0,4;N
oost;4,19;0,5;64;3,44;1,1;64;3,94;0,69;64;7,16;1,93;32;0,87;7,45;4;0;A
opa;5,17;1,11;64;3;0,98;64;3,94;1,36;64;3,26;1,39;32;1,76;57,33;3;0;N
opaal;4,48;0,94;42;3,23;1,27;40;4,3;1,19;33;11,32;4,98;19;-0,12;0,75;5;39,9;N
open;5,09;0,81;64;4,03;1,1;64;4,44;1,01;64;4,61;1,65;32;2,53;337,64;4;0;A
opgelucht;5,58;0,73;64;4,14;1,32;64;4,45;1,23;64;8;2,78;32;0,72;5,26;9;0;A
opgeschrikt;3,02;0,66;63;5,66;0,91;64;3,77;1,32;64;8,84;3,1;32;-0,64;0,23;11;0,4;A
opgetogen;5,67;0,71;64;5,39;0,99;64;4,92;0,98;64;9,45;2,73;32;0,12;1,33;9;0;A
opgetogenheid;5,77;0,66;64;5,28;1,05;64;5,08;0,85;63;10,26;2,76;32;-1,64;0,02;13;0,4;N
opgeven;2,36;0,88;64;3,03;1,36;64;2,39;1,28;64;7,1;2,04;31;1,48;29,87;7;0,4;V
opgewekt;6,08;0,67;64;5,52;1,01;63;4,84;1,2;64;7,74;2,37;32;0,51;3,27;8;0,4;A
opgewektheid;6,02;0,75;64;5,64;0,93;64;5,09;0,79;64;8,61;2,87;32;-1,04;0,09;12;0;N
opluchting;5,67;0,76;64;4,17;1,48;64;4,66;1,25;64;8,65;2,46;32;0,88;7,52;10;0;N
opmerkelijk;4,97;0,76;64;4,55;0,97;64;4,69;1,04;64;8,61;2,93;32;0,7;4,99;11;0;A
oppervlakkig;2,69;0,69;64;2,89;1,04;64;3,03;1,18;64;9,29;2,41;32;0,62;4,18;12;0;A
opportunistisch;4,38;1,37;63;4,78;1,17;64;4,68;1,16;62;12,07;3,41;31;-1,16;0,07;15;1,8;A
oprecht;6,11;0,74;64;4,03;1,15;64;5,23;1,15;64;8,71;2,38;32;1,05;11,34;7;0;A
oproer;2,72;0,7;64;5,3;1,31;64;4,92;1,09;64;8,6;2,62;31;0,29;1,94;6;0,4;N
opstand;2,98;0,98;64;5,81;1,11;64;5,34;1,17;64;8,52;2,58;32;1,05;11,16;7;0;N
opstandig;3,02;0,95;64;5,66;0,76;64;5,22;1,09;64;8,71;2,15;32;0,14;1,37;9;0;A
optie;4,64;0,78;64;3,67;1,11;64;4,09;0,95;64;9,03;2,12;32;1,05;11,21;5;0;N
optimistisch;5,91;0,83;64;5,11;1,13;64;5,28;1,08;64;9,71;2,49;32;0,6;3,98;12;0;A
opvallend;4,81;0,85;64;5,09;0,79;64;5,13;0,92;64;7,42;2,43;32;0,42;2,63;9;0;A
opvliegend;2,47;0,69;64;5,81;1,11;64;4,95;1,4;64;8,97;2,27;32;0,25;1,78;10;0;A
opwekkend;5,64;0,65;64;5,44;0,83;64;5,14;1,02;64;9,06;3,09;32;-0,36;0,43;9;0;A
orde;5,02;0,75;64;3,56;1,14;64;4,59;1,18;64;7,48;2,57;32;1,7;50,49;4;0;N
ordelijk;5,19;0,66;64;3,58;1,22;64;4,58;1,22;64;8,61;2,51;32;-0,11;0,78;8;0;A
order;3,67;0,8;64;4,16;1,38;64;4,43;1,07;63;9,55;2,74;32;0,8;6,38;5;0,4;N
ordinair;2,36;0,84;64;3,97;1,17;64;3,5;1,41;64;10;3,02;32;0,48;3,04;8;0;A
orgaan;3,98;0,79;64;4,25;1,39;64;4,33;1,2;64;8,71;2,53;32;0,39;2,45;6;0;N
orgasme;6,23;0,92;64;6,48;1,07;64;5,91;1,18;64;11,29;2,15;32;0,72;5,28;7;0;N
orgel;4,23;0,73;64;3,62;1,28;63;3,83;1,15;64;7,35;1,99;32;0,05;1,12;5;0,4;N
orgie;3,28;1,33;64;6,03;1,05;64;4,62;1,29;61;11,9;3,41;32;0,38;2,4;5;1,3;N
origineel;5,64;0,78;64;4,41;1,03;64;5,09;0,94;64;8;2,27;32;1,02;10,38;9;0;A
orka;4,67;0,84;64;4,73;1,39;64;5,13;1,37;63;6,71;2;32;-0,46;0,34;4;0,4;N
orkaan;2,45;1,08;64;6,45;0,87;64;6,13;1,25;64;7,71;1,88;32;0,9;8,03;6;0;N
orkest;4,84;0,91;64;5,08;1,19;64;4,25;1,32;64;7,23;2,19;32;0,62;4,21;6;0;N
os;4,06;0,66;64;3,73;1,3;64;4,5;1,41;64;6,26;2,18;32;0,43;2,7;2;0;N
otter;4,23;0,79;64;4,5;1,15;64;3,89;1,01;64;6,74;2,14;32;0,25;1,76;5;0;N
oud;3,36;0,88;64;2,83;1,19;64;3,13;1,32;64;4,68;1,51;32;2,26;183,26;3;0;A
ouderwets;2,94;0,77;64;2,77;1,09;64;3,16;1,17;64;7,58;2,53;32;0,98;9,47;9;0;A
oven;4,53;0,84;64;3,8;1,2;64;4,23;1,05;64;5,65;1,66;32;1;9,9;4;0;N
over;3,89;0,74;64;3,36;1,19;64;4,03;1,08;63;5,16;1,59;32;3,43;2702,21;4;0,4;A/R
overeenstemming;5,28;0,72;64;3,88;1,03;64;4,56;1,18;64;9,13;2,63;32;0,26;1,81;15;0;N
overgave;3,95;1,31;64;3,64;1,67;64;2,98;1,82;64;8,35;2,82;32;0,62;4,14;8;0;N
overgevoelig;2,88;0,7;64;5,17;1,09;64;2,92;1,62;64;8,65;2,24;32;0,02;1,05;12;0;A
overheersend;3,08;1,09;64;5,29;1,13;63;5,95;1,16;64;9,13;2,55;32;-0,44;0,37;12;0,4;A
overtreding;2,53;0,67;64;5,13;1,05;64;4,28;1,36;64;8,26;2,28;32;0,94;8,8;11;0;N
overtuigd;5,23;0,75;64;4,8;1,03;64;5,16;1,06;64;8,13;2,32;32;1,41;25,91;9;0;A
paal;3,94;0,59;64;3,05;1,2;64;4,27;1,09;64;4,87;1,41;32;0,86;7,25;4;0;N
paar;4,83;0,83;64;4;1,18;64;4,33;1,08;64;6,06;2,49;32;2,64;434,44;4;0;N
paard;4,63;1,02;64;4,72;1,24;64;4,7;1,2;64;4,26;1,77;32;1,92;83,63;5;0;N
paars;4,39;0,97;64;3,52;1,21;64;3,83;1,11;64;4,71;2,24;32;0,6;3,98;5;0;A
pacht;3,58;0,76;62;3,47;1,11;58;4,03;1,27;63;10,34;2,87;29;-0,28;0,53;5;4,9;N
pachten;3,68;0,62;62;4,15;1,13;59;3,98;1,16;58;9,9;3,65;30;-1,64;0,02;7;6,7;V
pact;4,29;0,91;63;3,97;1,23;63;4,84;1,12;63;10,83;2,39;31;0,4;2,49;4;1,8;N
pad;4,14;0,59;64;3,11;1,18;64;3,63;1,13;64;5,61;1,98;32;1,62;41,99;3;0;N
paf;3,62;0,79;63;3,73;1,24;62;3,72;1,03;60;7,36;2,97;29;0,12;1,3;3;4,5;A
pak;4,38;0,75;64;3,36;1,26;64;4,23;0,96;64;5,45;1,93;32;2,5;313,2;3;0;N
pakken;4,06;0,73;64;4,75;1,01;64;4,42;1,14;64;4,61;1,93;32;2,15;140,18;6;0;V
pal;3,95;0,53;60;3,33;1,38;58;4,15;1,17;59;9,52;3;32;0,62;4,16;3;6,7;A
paleis;5,11;0,98;64;3,38;1,4;63;5,17;1,24;64;5,87;2,39;32;1,19;15,53;6;0,4;N
palet;4,3;0,61;64;3,47;1,21;62;3,81;1,08;63;8,03;1,87;31;-0,64;0,23;5;1,8;N
paling;3,7;0,85;64;4,31;1,37;64;3,5;1,08;64;7,42;2,33;32;-0,03;0,94;6;0;N
palm;4,41;0,77;64;2,98;0,92;64;3,78;1,02;64;7,26;2,89;32;0,39;2,47;4;0;N
palmboom;5,44;0,99;64;2,73;1,21;64;4,09;1,19;64;7,16;2,56;32;-0,16;0,69;8;0;N
pamflet;4;0,59;64;3,41;1,2;64;4,16;1,03;64;10,13;2,88;32;0,05;1,12;7;0;N
pan;4,2;0,41;64;3,59;1,25;63;3,73;1,09;64;4,9;2,09;32;0,97;9,38;3;0,4;N
pand;4,19;0,66;64;3,25;1,28;64;4,09;0,9;64;8,94;2,84;32;0,77;5,85;4;0;N
panda;4,89;0,82;64;3,59;1,39;63;3,81;1,41;64;5,87;2,03;32;-0,02;0,96;5;0,4;N
paneel;4,02;0,46;62;3,39;1,18;64;3,77;0,92;64;9,13;2,86;32;0,3;2,01;6;0,9;N
